MG1,JK1,PK3,sP1R,P5S1,P4B2,P2S1,P4S1,JK2,P4S3,MC2,P4WF,PK1,P5WF,fP2R,P5S2,JK3,fP1R,P3WF,MG2,P4S2,sP2R,P2WF,P3S1,MG3,PK2,sP3R,MC3,MC1,fP3R
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0
MEG_3909|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,0,0,381.0,1210.0,0,0,294.0,0,966.0,0,0,0,0,0,1702.0,677.0,0,0,0,0,0,1082.0,917.0,0,0,662.0,808.0,0,0,1077.0
MEG_2932|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|FMRO,0,0,390.0,1120.0,0,0,0,0,978.0,0,0,0,0,0,0,0,0,0,0,918.0,0,0,0,0,0,637.0,908.0,0,0,0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,0,0,0,0,0
MEG_3932|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation,0,0,0,519.0,0,0,141.0,0,382.0,0,0,0,0,0,526.0,0,0,0,0,0,338.0,302.0,283.0,0,0,0,0,0,0,0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.0,0,0,0,0,0,0,0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,363.0,0,0,0,0,0,0,0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0
MEG_3821|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,0,0,0,0,105.0,688.0,0,0,0,0,0,0,101.0
MEG_4728|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0
MEG_3906|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXC,0,0,0,581.0,0,0,0,0,473.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1457|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,31.0,51.0,0,0,0,0,0,0,0
MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0,0,0,0,0,0,0,0,0
MEG_1311|Drugs|betalactams|Class_A_betalactamases|BLASGM,0,0,0,967.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.0,0,0,1084.0
MEG_3872|Metals|Mercury_resistance|Mercury_resistance_protein|MERH,0,0,203.0,450.0,0,0,0,0,371.0,0,0,0,0,0,0,0,209.0,0,0,0,0,0,0,0,0,254.0,396.0,0,0,668.0
MEG_1304|Drugs|betalactams|Class_A_betalactamases|BLAS,0,0,0,792.0,0,0,0,0,536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.0,524.0,0,0,0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,91.0,0,0,0,0,0,0,56.0,335.0,0,0,0,0,0,0,313.0
MEG_3894|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,529.0,0,0,0,0,155.0,0,0,0,0,0,0,114.0,134.0,0,0,0,0,0,0,109.0
MEG_6528|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,0,588.0,1537.0,0,0,0,0,1058.0,0,0,0,0,0,0,977.0,0,0,0,0,0,0,0,0,0,725.0,1012.0,0,0,0
MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.0,0,0,0,0,0,0,0
MEG_5150|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.0,0,0,0,0,0,0,191.0,488.0,0,0,0,0,0,0,380.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,35.0,85.0,0,0,0,0,0,0,80.0
MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.0,0,0,0,0,0,0,0
MEG_4024|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.0,0,0,0,0,0,0,280.0,542.0,0,0,0,0,0,0,0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0
MEG_4889|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0
MEG_920|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.0,0,0,0,0,0,0,0,1681.0,0,0,0,0,0,0,0
MEG_965|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1992.0,1272.0,3511.0,4736.0,3218.0,16672.0,10646.0,5527.0,4298.0,11439.0,1648.0,0,690.0,0,19640.0,7028.0,3110.0,7159.0,195.0,6741.0,11945.0,12079.0,4913.0,1289.0,1182.0,5202.0,12069.0,887.0,1168.0,9804.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305.0,0,0,0,0,0,0,0
MEG_6175|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY,0,0,0,1441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897.0,0,0,0,0,0,0,0
MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK,0,0,2128.0,3175.0,0,0,1664.0,0,2916.0,0,0,0,0,0,4253.0,3994.0,3127.0,0,0,3788.0,0,3064.0,1656.0,0,0,2812.0,3984.0,0,0,5185.0
MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR,0,818.0,1606.0,3011.0,936.0,0,541.0,0,2460.0,0,0,0,371.0,0,5877.0,0,1565.0,1532.0,0,3339.0,1096.0,3324.0,1843.0,0,0,1837.0,1952.0,0,0,3846.0
MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,0,0,3201.0,0,0,804.0,0,1831.0,0,0,0,0,0,4776.0,0,0,1152.0,0,0,0,2847.0,1779.0,0,0,1424.0,1981.0,0,0,2418.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0,0,0,0,0,0,0,0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,15.0
MEG_2617|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0
MEG_797|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_4059|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MREA,0,0,0,60.0,0,0,44.0,0,0,4519.0,0,0,0,0,89.0,0,0,31.0,6.0,0,0,49.0,189.0,0,0,0,0,0,0,42.0
MEG_1225|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE,0,0,0,2259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.0,0,0,0,0,0,0,0
MEG_1777|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CMLV,0,0,0,892.0,0,0,0,0,726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746.0,0,0,0
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0
MEG_3826|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,0,0,0,0,0,0,0
MEG_3628|Drugs|betalactams|Class_B_betalactamases|LRA,0,0,0,452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2621|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0
MEG_2762|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,526.0,0,0,0,0,443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,760.0,1286.0,2030.0,903.0,0,1069.0,954.0,1179.0,3103.0,0,0,0,0,3908.0,2102.0,718.0,2057.0,116.0,1845.0,1312.0,2279.0,2689.0,0,0,1495.0,2215.0,0,0,3152.0
MEG_2665|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,112.0,0,0,0,0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0
MEG_2750|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0
MEG_4727|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.0,0,0,0,0,0,0,203.0,88.0,0,0,0,0,0,0,220.0
MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,873.0,1343.0,5163.0,2871.0,0,1167.0,2383.0,2224.0,31337.0,0,0,0,0,6530.0,6451.0,1373.0,1910.0,178.0,8786.0,2157.0,3986.0,6104.0,0,8125.0,2178.0,3947.0,0,1986.0,2584.0
MEG_2269|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,35.0,0,0,0,4.0,0,0,16.0,162.0,0,0,0,0,0,0,19.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,183.0
MEG_7336|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,0,0,0,863.0,0,0,0,0,689.0,0,0,0,0,0,0,0,0,0,0,907.0,0,0,0,0,0,513.0,0,0,0,0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,0,0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,1888.0,5954.0,8367.0,6941.0,29391.0,22277.0,0,8731.0,53823.0,0,0,0,0,32833.0,13919.0,3283.0,15665.0,496.0,11188.0,29315.0,19624.0,13373.0,1514.0,0,7009.0,16579.0,0,0,19029.0
MEG_1590|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,0,0,0,0,0,0,0
MEG_1762|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0,0,0,0,0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,0,0,0,0,0,0,0,928.0,0,0,0,0,0,0,0
MEG_2752|Drugs|MLS|Macrolide_esterases|EREB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,0,0,0,0,0,0,0
MEG_6514|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,0,0,0,0,0,0,0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.0,0,0,0,0,0,0,0
MEG_1722|Metals|Copper_resistance|Copper_resistance_protein|CINA,0,0,0,459.0,0,0,0,0,328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.0,0,0,0
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,0,0,0,0,0,0,0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0
MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,0,0,0,1452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.0,1070.0,0,0,0
MEG_3915|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI,0,0,2092.0,5548.0,0,0,0,0,3974.0,0,0,0,0,0,7057.0,4222.0,2547.0,0,0,4690.0,0,4458.0,3034.0,0,0,2889.0,4815.0,0,0,5898.0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,159.0,59.0,0,42.0,0,0,2381.0,100.0,0,0,0,288.0,129.0,0,0,0,128.0,122.0,162.0,234.0,31.0,0,0,119.0,19.0,72.0,242.0
MEG_55|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.0,0,0,0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.0,0,0,0,0,0,0,0
MEG_900|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,0,0,0,0,0
MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,236.0,0,0,949.0,1248.0,0,404.0,0,0,0,772.0,0,0,0,1711.0,2532.0,0,0,0,2802.0,947.0,1148.0,854.0,0,0,0,930.0,401.0,1091.0,1076.0
MEG_6555|Drugs|betalactams|Class_B_betalactamases|SPN,0,0,356.0,1290.0,0,0,0,0,904.0,0,0,0,0,0,0,0,492.0,0,0,806.0,0,1004.0,0,0,0,676.0,1006.0,0,0,1088.0
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0,0,0,156.0,81.0,0,0,0,0,2378.0,99.0,0,0,0,343.0,192.0,0,177.0,0,0,39.0,213.0,224.0,26.0,0,0,133.0,45.0,94.0,130.0
MEG_4027|Drugs|MLS|Macrolide_phosphotransferases|MPH,0,0,0,0,0,0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7062|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,0,0,0,0,0,0,76.0,127.0,0,0,0,0,0,0,0
MEG_1548|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_791|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0
MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,5047.0,5939.0,11845.0,0,0,0,12540.0,9427.0,0,0,0,0,0,9110.0,9574.0,7434.0,0,0,9704.0,0,8002.0,2427.0,0,0,9033.0,12887.0,0,0,10362.0
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0
MEG_833|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0
MEG_196|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,180.0,496.0,0,0,0,0,470.0,0,0,0,0,0,0,0,265.0,0,0,0,0,336.0,0,0,0,262.0,548.0,0,0,0
MEG_1706|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,0,0,0,837.0,0,0,0,0,0,0,0,0,0,0,766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5806|Drugs|betalactams|Class_B_betalactamases|POM,0,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.0,0,0,0,242.0,0,0,0,0
MEG_193|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6108|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6171.0,0,0,0,0,0,0,0,2088.0,0,0,0,0,0,0,2585.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,0,0,0,0,0,0,0
MEG_2006|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRA,0,0,0,484.0,0,0,0,0,490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7296|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|TTGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.0,281.0,0,0,0,0,0,0,0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.0,0,0,0,0,0,0,0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,20.0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,8.0,96.0,0,0,0,0,0,0,0
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.0,0,0,0,0,0,0,0
MEG_3061|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|FRNE,0,0,0,522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4975|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.0,0,0,0,0,0,0,0
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,0,0,0,0,0,0,1260.0,0,0,625.0,0,0,0,0,0,0,0,0,0,0,8625.0,0,357.0,0,0,0,0,0,0,0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.0,0,0,0,0,0,0,0
MEG_4776|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,68.0
MEG_6143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|RPSJ|RequiresSNPConfirmation,0,60.0,0,154.0,135.0,0,0,0,98.0,0,0,0,0,0,473.0,311.0,0,194.0,0,0,0,0,106.0,0,0,0,121.0,0,0,0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0
MEG_4851|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0
MEG_195|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,262.0,0,0,0,0,254.0,0,0,0,0,0,0,132.0,159.0,0,0,0,0,0,0,0,0,170.0,296.0,0,0,0
MEG_3279|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|HSMR,0,0,0,336.0,0,0,0,0,310.0,0,0,0,0,0,0,0,174.0,0,0,430.0,0,0,0,0,0,252.0,280.0,0,0,234.0
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0
MEG_4359|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,0,0,0,0,0,0,0
MEG_3629|Drugs|betalactams|Class_B_betalactamases|LRA,0,171.0,157.0,0,0,0,0,0,409.0,0,0,0,100.0,0,0,0,182.0,0,0,0,0,0,0,0,0,317.0,0,0,0,0
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,3260.0,4987.0,14197.0,13437.0,8104.0,8593.0,10464.0,15627.0,14637.0,30011.0,3342.0,0,1535.0,0,111080.0,17029.0,6025.0,41999.0,706.0,19634.0,13900.0,50109.0,24446.0,3481.0,2743.0,13914.0,17039.0,1497.0,3603.0,31258.0
MEG_2774|Drugs|MLS|23S_rRNA_methyltransferases|ERM30,0,0,0,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
